user_id,event_id,label_interested,label_not_interested
32,3510,0,0
32,11917,0,0
32,7666,0,0
32,10683,0,0
35,8005,1,0
35,11380,0,0
35,4312,0,0
35,8811,0,0
35,2967,1,0
35,4999,1,0
35,8794,0,0
35,4773,0,0
36,3086,0,0
36,4577,0,0
36,9547,1,0
36,7607,0,0
36,1113,0,0
36,915,1,0
36,3138,0,0
37,658,0,0
37,8657,0,0
37,473,0,0
37,7457,1,0
37,6710,0,0
37,9283,0,0
38,4989,0,0
38,2795,0,0
38,3461,0,0
38,2555,0,0
38,4682,0,0
38,13120,1,0
41,2146,0,0
41,8890,0,0
41,1083,0,0
41,3510,0,0
41,4637,1,0
41,11222,0,0
42,13046,0,0
42,6778,0,0
42,2498,0,0
42,9919,0,0
42,10847,1,0
42,5903,0,0
43,7723,0,0
43,4576,0,0
43,2517,0,0
43,3919,1,0
43,4843,0,0
43,9707,0,0
45,2751,0,0
45,6189,0,1
45,10451,1,0
45,11350,0,0
45,12861,0,0
45,6472,0,0
45,7840,0,0
46,6334,0,0
46,3724,0,0
46,10372,0,0
46,5993,0,0
46,2830,1,0
46,5733,1,0
46,6789,0,0
48,7982,0,0
48,12117,0,0
48,2967,1,0
48,5877,0,0
48,1815,1,0
48,4999,1,0
48,4002,1,0
48,9511,0,0
49,180,0,0
49,12053,0,0
49,6270,0,0
49,8601,1,0
49,13189,0,0
49,12334,0,0
49,5746,1,0
51,11222,0,0
51,11676,1,0
51,10054,0,0
51,4673,0,0
53,11809,1,0
53,9829,1,0
53,1503,0,0
53,3765,0,0
53,5915,0,0
53,11443,0,0
53,9834,0,0
53,12893,1,0
53,11724,1,0
53,6495,1,0
54,4328,0,0
54,6158,0,0
54,6053,0,0
54,10285,0,0
54,7062,1,0
54,2621,0,0
54,2788,0,0
54,9385,1,0
54,11145,0,0
54,6173,0,0
54,8885,0,0
54,13325,0,0
55,12858,1,0
55,2054,0,0
55,7661,0,0
55,13120,0,0
55,4682,0,0
55,2742,0,0
57,12833,0,0
57,8871,1,0
57,9025,0,0
57,3532,0,0
57,13241,0,0
57,5476,0,0
58,4417,0,0
58,2618,1,0
58,6080,0,0
58,8806,0,0
58,4312,0,0
58,8005,1,0
58,2967,1,0
58,8902,0,0
58,4773,1,0
59,7282,0,0
59,3379,0,0
59,2331,0,0
59,12703,0,0
59,4894,1,0
59,10930,0,0
61,8993,1,0
61,10609,0,0
61,11571,0,0
61,3509,0,0
61,6665,1,0
61,7293,0,0
61,9702,1,0
61,9956,1,0
61,7804,0,0
62,6789,0,0
62,3919,0,0
62,6334,0,0
62,1854,0,0
62,7906,0,0
62,2959,1,0
62,5817,1,0
63,10717,1,0
63,10296,0,0
63,1885,0,0
63,4681,0,0
63,11637,0,0
63,5659,0,0
71,9184,1,0
71,8890,1,0
71,959,0,0
71,7613,0,0
71,10130,0,0
71,1508,0,0
71,7259,0,0
73,634,0,1
73,556,0,0
73,867,0,0
73,6761,0,0
73,4335,0,0
73,10421,0,0
73,12025,1,0
75,13212,0,0
75,5555,0,0
75,12443,0,0
75,187,0,0
75,8619,0,0
75,232,0,0
75,10463,0,0
75,3005,1,0
75,4777,1,0
75,2972,0,0
75,11927,0,0
75,12213,0,0
76,13324,0,0
76,1681,0,0
76,4530,0,0
76,1776,0,0
76,9271,1,0
76,13188,0,0
76,5587,0,0
76,1858,0,0
76,8890,0,0
76,730,0,0
76,9184,1,0
76,6676,1,0
76,6700,0,0
77,5894,0,0
77,4637,1,0
77,1926,1,0
77,4543,0,0
77,10931,0,0
77,446,0,0
77,4558,0,0
78,2084,0,0
78,5016,0,0
78,5490,0,0
78,5345,0,0
78,12,0,0
78,13193,1,0
80,3270,0,0
80,7628,0,0
80,8708,0,0
80,1712,0,0
80,5654,0,0
80,9134,1,0
81,2819,0,0
81,6734,0,0
81,6435,1,0
81,7557,0,0
81,8005,0,0
81,4211,0,0
83,7372,0,0
83,11293,0,0
83,2187,1,0
83,12767,0,0
86,5303,1,0
86,2967,1,0
86,6080,0,0
86,5771,0,0
86,5541,0,0
86,11721,0,0
86,8562,0,0
86,4773,1,0
86,4312,1,0
86,8005,1,0
86,1392,1,0
86,8396,0,0
86,221,0,0
86,10726,0,0
86,4999,0,0
86,1664,0,1
86,6212,1,0
86,3216,0,0
87,10087,0,0
87,9833,1,0
87,13297,1,0
87,8337,1,0
87,2111,1,0
87,5722,1,0
87,10476,1,0
87,2492,1,0
87,6210,1,0
87,5967,1,0
87,3996,1,0
87,9561,0,0
87,11134,0,0
87,10738,0,0
87,10396,0,0
87,4290,0,0
87,12002,1,0
87,3726,1,0
87,2420,1,0
87,10894,1,0
87,13378,1,0
87,487,1,0
87,10736,1,0
87,7417,1,0
87,9481,0,0
87,5245,0,0
87,7312,1,0
87,2269,1,0
87,9690,1,0
89,9705,0,0
89,3510,0,0
89,10504,0,0
89,12991,0,0
89,3302,0,0
89,6460,1,0
91,465,0,0
91,2863,0,0
91,828,0,0
91,6222,0,0
91,6534,0,0
91,9835,1,0
92,4637,1,0
92,8890,0,0
92,7333,0,0
92,4654,0,0
92,11525,0,0
94,9132,1,0
94,12406,1,0
94,7776,1,0
94,10219,0,0
94,7652,0,0
94,11034,0,0
94,10892,0,0
97,841,1,0
97,9334,0,0
97,7386,0,0
97,4977,0,0
97,7496,0,0
97,8883,0,0
100,631,0,0
100,10539,0,0
100,5044,0,0
100,13394,0,0
100,10592,1,0
100,8538,0,0
102,7834,0,0
102,2967,0,0
102,6080,0,0
102,12049,0,0
102,4773,1,0
102,4999,1,0
102,8793,0,0
102,8005,1,0
105,4999,1,0
105,2967,0,1
105,10106,1,0
105,3576,0,0
105,9797,1,0
105,10693,1,0
105,7466,0,0
105,8005,1,0
105,2667,1,0
105,7182,0,0
106,7084,0,0
106,402,1,0
106,6718,0,0
106,2338,0,0
106,5260,1,0
106,3916,0,0
106,1858,0,0
106,2788,1,0
107,1548,0,0
107,7302,0,0
107,8046,0,0
107,702,1,0
107,652,0,1
107,11856,0,0
107,8019,0,0
109,7425,1,0
109,8607,0,0
109,10572,0,0
109,640,1,0
109,1233,0,0
109,1083,0,0
109,8890,0,0
110,2917,1,0
110,1397,0,0
110,7566,0,0
110,4910,0,0
110,826,0,0
110,11519,0,0
110,5946,1,0
111,8005,0,0
111,4999,1,0
111,8364,0,0
111,7982,0,0
111,2967,0,0
111,8252,0,0
113,12979,0,0
113,10282,1,0
113,11039,0,0
113,13073,0,0
113,4002,0,0
113,1946,1,0
113,1068,0,0
113,12495,1,0
113,12123,1,0
113,4603,1,0
116,2959,1,0
116,12727,0,0
116,3334,0,0
116,3919,0,0
116,11799,0,0
116,6334,0,0
116,5817,1,0
117,4329,1,0
117,2795,0,0
117,4682,0,0
117,12858,1,0
117,13120,0,0
117,2997,1,0
120,12223,0,0
120,12790,0,0
120,11405,0,0
120,4334,0,0
120,6433,0,0
120,4626,1,0
120,2022,1,0
122,1414,0,0
122,3054,0,0
122,6686,0,0
122,10923,0,0
122,2079,1,0
122,2631,0,0
124,12707,0,0
124,3441,0,0
124,2151,1,0
124,2953,0,0
127,5815,0,0
127,9063,1,0
127,4965,0,1
127,3497,1,0
127,2371,1,0
127,2320,1,0
127,1881,0,0
127,11792,0,0
127,10040,0,0
127,10325,0,0
127,11418,1,0
127,4137,1,0
130,1230,0,0
130,13035,1,0
130,12372,0,0
130,7613,0,0
130,10313,0,0
130,12535,0,0
131,3455,0,0
131,11605,0,0
131,220,0,0
131,40,0,0
131,6676,1,0
131,7843,0,0
132,6334,0,0
132,6547,0,0
132,12021,0,0
132,6789,0,0
132,13273,1,0
132,3724,0,0
133,2187,0,0
133,2967,0,0
133,2203,1,0
133,8748,1,0
133,5148,0,0
133,4999,0,0
133,8005,0,0
134,4989,0,0
134,7661,0,0
134,13120,0,0
134,457,0,0
134,11012,1,0
134,606,0,0
137,4520,1,0
137,1010,1,0
137,7665,1,0
137,10653,0,0
137,8890,0,0
137,1681,0,0
137,9271,0,0
137,10900,0,0
139,8693,0,0
139,5512,0,0
139,5334,0,0
139,2849,0,0
139,7500,1,0
142,9529,0,0
142,34,0,0
142,4432,0,0
142,1314,0,0
142,9483,0,0
142,6799,1,0
143,4880,0,0
143,8241,0,0
143,8842,0,0
143,4312,0,0
143,4773,0,0
143,8895,0,0
143,11380,1,0
143,11991,0,0
143,2845,0,0
143,12299,0,0
143,10482,0,0
143,2474,1,0
144,7343,0,0
144,11203,0,0
144,9571,0,0
144,7879,0,0
144,3226,0,0
144,6927,1,0
147,2396,0,0
147,1603,1,0
147,2395,0,0
147,13345,1,0
147,1815,1,0
147,13004,0,0
147,11139,0,0
149,3757,0,0
149,1957,0,0
149,2203,0,0
149,4116,0,0
149,121,1,0
149,3499,0,0
152,5045,0,0
152,7799,0,0
152,10415,0,0
152,10325,0,0
152,6478,0,0
152,6679,1,0
154,8814,0,0
154,5642,0,0
154,11288,0,0
154,11415,1,0
154,10471,1,0
154,11849,1,0
154,3786,0,0
154,1808,0,0
155,6277,1,0
155,9496,0,0
155,5401,0,0
155,7215,0,0
155,2526,0,0
155,7007,1,0
155,12355,1,0
155,9933,0,0
155,8473,0,0
155,3261,0,0
155,12281,0,0
155,5023,0,0
155,306,0,0
156,8005,0,0
156,4999,0,0
156,7421,0,0
156,12614,0,0
156,4214,0,0
156,2967,1,0
159,3647,1,0
159,7857,0,0
159,4213,0,0
159,10722,0,0
159,5793,0,0
159,4860,0,0
160,7620,1,0
160,12021,1,0
160,3919,0,0
160,6334,0,0
160,829,0,0
160,397,0,0
160,3334,0,0
161,12022,0,0
161,8090,1,0
161,7411,0,0
161,9894,0,0
161,12918,0,0
162,7369,0,0
162,2561,0,0
162,11196,0,0
162,12398,0,0
162,151,1,0
162,9239,0,0
164,10882,0,0
164,10626,1,0
164,9051,0,0
164,9703,0,0
164,6421,0,0
164,2542,0,0
165,2967,1,0
165,9708,0,0
165,12628,0,0
165,5151,0,0
165,10285,1,0
165,7407,0,0
165,10913,0,0
165,1946,1,0
166,2591,0,0
166,4049,0,0
166,11103,0,0
166,7647,0,0
166,7658,1,0
166,6759,0,0
167,9417,1,0
167,178,0,0
167,8957,0,0
167,2979,1,0
167,9729,0,0
167,11893,0,0
167,12988,0,0
168,8005,1,0
168,2967,1,0
168,11380,0,0
168,4773,0,0
168,3382,0,0
168,4312,0,0
168,6513,0,0
169,8005,1,0
169,8748,1,0
169,12786,0,0
169,2967,0,0
169,2150,0,0
169,4731,0,0
169,2618,0,0
169,5034,1,0
169,5667,1,0
169,5335,1,0
169,2667,1,0
169,10392,1,0
169,9049,1,0
170,13263,0,0
170,4566,0,0
170,1507,0,0
170,2311,0,0
170,4566,0,0
170,8684,1,0
170,9416,1,0
170,13263,0,0
170,1507,0,0
170,6799,1,0
170,2311,0,0
171,4987,0,0
171,7447,1,0
171,5664,0,0
171,2524,0,0
171,387,0,0
171,294,0,0
172,11676,0,0
172,5268,0,0
172,4160,0,0
172,4836,0,0
172,29,1,0
172,735,1,0
172,1900,0,0
175,2795,1,0
175,6752,0,0
175,11154,0,0
175,2219,0,0
175,10652,0,0
175,6507,0,0
175,648,1,0
175,12902,1,0
176,9550,1,0
176,2110,0,0
176,13304,0,0
176,5658,0,0
176,5408,0,0
176,10146,0,0
183,9378,0,0
183,3258,0,0
183,2497,0,0
183,958,1,0
183,10012,0,0
183,9413,0,0
185,11223,0,0
185,12491,0,0
185,4416,1,0
185,11668,0,0
185,13409,0,0
186,8005,1,0
186,11299,0,0
186,7106,0,0
186,1296,0,0
186,3216,0,0
186,12828,0,0
186,819,1,0
186,4312,1,0
186,3181,1,0
186,4999,1,0
186,3055,1,0
186,4773,1,0
186,2967,1,0
191,7485,0,0
191,3776,0,0
191,8890,0,0
191,4637,1,0
191,12071,0,0
191,10778,0,0
195,3732,1,0
195,4243,0,0
195,12285,0,0
195,11067,0,0
197,8890,0,0
197,377,0,0
197,11222,0,0
197,3672,0,0
197,8751,1,0
197,8877,0,0
198,12021,0,0
198,3919,0,0
198,6334,0,0
198,3334,0,0
198,6547,1,0
198,2959,0,0
200,2711,0,0
200,4815,0,0
200,9814,1,0
200,699,1,0
200,11280,0,0
200,1469,0,0
200,3066,1,0
200,1657,0,0
201,1083,0,0
201,6734,1,0
201,10786,0,0
201,12456,0,0
201,9128,0,0
201,1921,0,0
203,1348,1,0
203,4054,0,0
203,6667,0,0
203,2889,0,0
203,1161,1,0
204,11012,1,0
204,7402,0,0
204,12459,0,0
204,2555,0,0
204,5867,0,0
204,457,1,0
204,5819,0,0
205,8005,0,0
205,6734,0,0
205,2819,1,0
205,2967,0,0
205,4211,0,0
205,1921,0,0
206,5432,0,0
206,9044,0,0
206,8253,0,0
206,5587,0,0
206,1858,0,0
206,13299,1,0
207,5895,0,0
207,11794,0,0
207,1213,1,0
207,13331,0,0
207,4136,1,0
207,13045,0,0
207,6037,0,0
207,5571,1,0
208,3881,0,0
208,9217,0,0
208,8937,1,0
208,7439,0,0
208,1567,0,0
208,11842,0,0
209,7906,1,0
209,6334,0,0
209,10748,0,0
209,12348,0,0
209,6789,0,0
209,3724,0,0
210,9718,0,0
210,6278,1,0
210,3059,0,0
210,8167,0,0
210,2674,0,0
210,8318,0,0
210,5266,1,0
210,3418,0,0
210,10686,0,0
210,11878,1,0
210,3927,0,0
210,11617,0,0
210,4515,0,0
210,8220,0,0
210,1610,0,0
210,8316,0,0
210,1429,0,0
211,12436,0,0
211,7423,0,0
211,7835,0,0
211,1010,1,0
211,13103,0,0
212,2338,1,0
212,9076,0,0
212,12512,0,0
212,7628,0,0
212,7780,0,0
212,6718,0,0
214,6051,0,0
214,12289,0,0
214,214,0,0
214,8463,0,0
214,1126,1,0
214,3504,0,0
216,8122,0,0
216,392,0,0
216,9232,0,0
216,1003,0,0
216,9280,0,0
216,4542,1,0
218,1921,0,0
218,298,0,0
218,3354,0,0
218,6435,0,0
218,6734,1,0
218,8360,1,0
218,2819,0,0
219,2311,1,0
219,9777,1,0
219,7154,1,0
219,4049,1,0
219,381,1,0
219,3914,0,0
219,11103,1,0
219,8915,1,0
219,6433,0,0
219,12790,1,0
219,5100,1,0
219,891,0,0
219,10415,1,0
220,5148,0,0
220,2203,1,0
220,7643,0,0
220,2618,0,0
220,3736,0,0
220,4487,0,0
221,7866,0,0
221,9161,1,0
221,12405,0,0
221,600,0,0
221,7181,0,0
221,2001,0,0
221,4212,1,0
221,9364,0,0
221,3910,0,0
221,4887,1,0
221,12782,1,0
221,10294,0,0
221,10589,0,0
221,11870,0,0
223,11393,1,0
223,6633,1,0
223,7613,1,0
223,12515,1,0
223,4057,1,0
223,2334,1,0
223,5844,1,0
223,13248,1,0
223,1280,0,0
223,1956,0,0
223,11496,0,0
223,8115,1,0
224,6334,0,0
224,3334,0,0
224,2830,1,0
224,1554,0,0
224,3919,0,0
224,6547,0,0
226,5062,0,0
226,13067,0,0
226,1513,1,0
226,12284,0,0
226,2854,0,0
226,5831,0,0
227,5040,0,0
227,2967,1,0
227,12274,0,0
227,4773,0,0
227,4312,1,0
227,11380,0,0
227,8005,1,0
227,4999,1,0
227,2796,0,0
227,11450,1,0
227,607,0,0
227,10241,0,0
227,4214,0,0
227,4442,0,0
227,7066,1,0
228,7557,0,0
228,7079,0,0
228,10675,0,0
228,12241,1,0
228,10095,1,0
228,4045,1,0
228,12549,1,0
228,4146,1,0
228,2364,1,0
228,552,1,0
228,3014,1,0
228,2354,0,0
229,829,0,0
229,6334,0,0
229,3919,0,0
229,3724,0,0
229,11799,1,0
229,6789,1,0
229,9606,0,0
230,2274,1,0
230,12513,0,0
230,5806,0,0
230,10144,0,0
230,4319,0,0
230,750,0,0
231,4999,1,0
231,3279,0,0
231,900,0,0
231,4591,0,0
231,12614,0,0
231,2813,0,0
231,11687,1,0
231,10279,1,0
232,1682,0,0
232,11473,0,0
232,2309,0,0
232,8592,0,0
232,10538,1,0
232,7715,0,0
234,5741,0,1
234,13029,0,1
234,8929,0,1
234,4224,0,1
234,3981,0,1
234,7573,1,0
234,12009,1,0
234,12871,1,0
234,1716,0,1
234,3400,0,1
234,7980,0,1
234,13134,0,0
234,7659,0,0
234,8765,0,0
234,8185,0,0
234,4367,0,0
234,10064,1,0
234,3148,0,1
234,2165,0,1
234,1182,0,1
236,6334,0,0
236,2427,0,0
236,4587,0,0
236,5733,1,0
236,3724,0,0
236,6789,0,0
238,6334,0,0
238,2043,0,0
238,3334,0,0
238,5733,0,0
238,3919,0,0
238,12021,1,0
240,3783,0,0
240,9204,0,0
240,4677,0,0
240,5962,0,0
240,9944,1,0
240,8745,0,0
241,1858,0,0
241,12735,0,0
241,8253,0,0
241,6503,0,0
241,12904,1,0
241,2777,0,0
242,11628,1,0
242,3690,0,0
242,6546,0,0
242,12318,0,0
242,130,0,0
242,9965,0,0
245,12624,1,0
245,7985,0,0
245,6676,0,0
245,9118,0,0
246,9986,0,0
246,10285,0,0
246,4999,0,0
246,8114,0,0
246,11131,0,0
246,2967,1,0
247,7026,0,0
247,1051,1,0
247,7005,0,0
247,7943,0,0
247,3144,0,0
247,10140,0,0
248,2959,1,0
248,2043,0,0
248,5993,0,0
248,9606,0,0
248,829,0,0
248,6334,0,0
249,3510,1,0
249,2023,0,0
249,4770,0,0
249,4433,0,0
249,6179,0,0
249,5403,0,0
249,3840,1,0
249,9905,1,0
249,8955,1,0
250,12559,0,0
250,6598,0,0
250,602,0,0
250,6993,0,0
250,7485,0,0
250,7662,1,0
250,3916,1,0
250,4372,1,0
251,13084,0,0
251,5225,0,0
251,9830,0,0
251,7416,0,0
251,7843,1,0
251,8402,0,0
252,993,0,0
252,6042,0,0
252,2696,0,0
252,8005,1,0
252,4999,1,0
252,10567,0,0
252,2967,1,0
252,2396,1,0
252,4211,1,0
252,1815,1,0
252,5877,0,0
253,3919,0,0
253,6547,0,0
253,3724,0,0
253,6334,0,0
253,3334,1,0
253,6789,0,0
254,13273,0,0
254,6334,0,0
254,3919,0,0
254,9606,0,0
254,10965,1,0
254,3334,0,0
256,7557,0,0
256,2396,0,0
256,2967,1,0
256,8363,0,0
256,8360,0,0
257,7191,0,0
257,1926,1,0
257,5810,1,0
257,1647,0,0
257,465,1,0
257,6222,0,0
257,1862,0,0
257,10246,0,0
258,387,1,0
258,4956,0,0
258,8512,0,0
258,2699,0,0
258,7910,0,0
258,8405,0,0
260,9200,1,0
260,9177,0,0
260,549,0,0
260,12298,0,0
260,3443,0,0
260,1171,0,0
262,7164,0,0
262,4710,0,0
262,2864,0,0
262,9329,1,0
262,11590,0,0
262,3553,0,0
265,11089,0,0
265,10195,0,0
265,12929,0,0
265,1957,1,0
265,6719,0,0
265,4698,0,0
267,3898,0,0
267,12803,1,0
267,9264,0,0
267,12295,0,0
267,4941,0,0
267,5394,0,0
269,4648,0,0
269,9686,0,0
269,2947,0,0
269,8846,0,0
269,3017,1,0
269,91,0,0
269,8846,0,0
269,2063,1,0
269,4648,0,0
269,9686,0,0
269,2947,0,0
269,91,0,0
270,2819,0,0
270,6742,1,0
270,4999,1,0
270,8005,1,0
270,2396,0,0
270,8360,0,0
270,2967,0,0
270,4211,1,0
270,5518,0,0
270,6435,1,0
271,12755,0,0
271,3899,1,0
271,2689,0,0
271,6756,0,0
271,12617,0,0
271,12312,0,0
272,7906,0,0
272,2959,0,0
272,9606,0,0
272,6547,0,0
272,12348,0,0
272,7713,1,0
273,5993,0,0
273,3919,0,0
273,6334,0,0
273,10372,0,0
273,11799,1,0
273,829,0,0
275,3334,1,0
275,12021,0,0
275,2043,0,0
275,829,0,0
275,3919,0,0
275,6334,0,0
276,10389,0,0
276,3732,1,0
276,12414,1,0
276,4761,0,0
276,5148,0,0
276,8748,0,0
276,669,0,0
277,9934,0,0
277,3311,1,0
277,669,1,0
277,311,1,0
277,12043,1,0
277,9390,0,0
277,10831,0,0
277,7180,1,0
277,10626,0,0
277,3627,1,0
278,1319,0,0
278,10262,0,0
278,11600,0,0
278,4181,0,0
278,6034,0,0
278,2909,1,0
278,8752,1,0
279,8041,1,0
279,1977,0,0
279,11225,0,0
279,1630,0,0
279,3382,0,0
279,1877,0,0
280,10265,0,0
280,12934,0,0
280,105,0,0
280,9586,0,0
280,5127,0,0
280,7254,1,0
281,12456,0,0
281,6742,0,0
281,3558,0,0
281,6734,0,0
281,4999,1,0
281,2967,0,0
281,6872,1,0
282,3524,0,0
282,799,0,0
282,2472,0,0
282,500,0,0
282,12063,1,0
282,1989,1,0
282,5510,1,0
282,9886,1,0
282,9748,0,0
283,7877,1,0
283,11618,1,0
283,1389,1,0
283,4543,0,0
283,5894,0,0
283,1230,0,0
284,669,0,0
284,3397,0,0
284,11291,0,0
284,4999,0,0
284,2967,0,0
284,3540,1,0
285,12207,0,0
285,6631,1,0
285,5372,1,0
285,8085,0,0
285,3421,0,0
285,4705,0,0
285,13216,0,0
285,10605,1,0
287,7062,1,0
287,2967,1,0
287,1648,0,1
287,2955,1,0
287,13325,1,0
287,6173,0,0
287,6053,0,0
287,8334,0,0
287,10285,1,0
287,9108,0,0
288,11030,1,0
288,6700,0,0
288,5831,0,0
288,4520,0,0
288,1681,0,0
288,13092,0,1
288,270,0,0
289,5554,0,0
289,5256,0,0
289,12950,0,0
289,6303,1,0
289,2581,0,0
289,6711,0,0
292,11985,1,0
292,3455,1,0
292,3439,1,0
292,5312,0,0
292,8131,0,0
292,10735,1,0
292,7500,0,0
292,4364,0,0
292,5573,1,0
292,9618,0,0
292,3960,0,0
292,9045,0,0
292,10890,0,0
292,3960,0,0
292,7500,0,0
292,5335,1,0
293,7274,0,0
293,273,0,0
293,11788,0,0
293,1983,0,0
293,12752,1,0
293,3746,0,0
294,2030,0,0
294,12018,0,0
294,11713,0,0
294,7962,0,0
294,1089,1,0
294,3602,0,0
295,415,0,0
295,12781,1,0
295,13081,1,0
295,6053,1,0
295,4158,1,0
295,10285,1,0
295,13381,0,0
295,9966,0,0
295,2038,0,0
295,9698,0,0
296,558,0,0
296,13073,0,0
296,9810,0,0
296,10981,0,0
296,1852,1,0
296,1293,0,0
296,8997,1,0
296,4002,1,0
296,7878,1,0
299,2022,0,0
299,894,0,0
299,2591,0,0
299,1944,1,0
299,4626,0,0
300,3805,1,0
300,5174,0,0
300,9553,0,0
300,1175,0,0
300,1500,0,0
300,830,0,0
301,8240,1,0
301,4211,0,0
301,5082,0,0
301,11977,0,0
301,5797,1,0
301,10095,1,0
301,1111,0,0
302,8345,1,0
302,4418,0,0
302,6961,0,0
302,10507,0,0
304,1107,0,0
304,1864,1,0
304,5110,1,0
304,1263,0,0
304,3426,1,0
304,9857,0,0
304,12640,0,0
304,8296,0,0
306,7613,0,0
306,7500,0,0
306,6872,0,0
306,9179,0,0
306,4637,1,0
306,10913,0,0
307,10044,0,0
307,13315,0,0
307,10648,0,0
307,176,0,0
307,8455,0,0
307,6430,1,0
308,2997,0,1
308,4763,1,0
308,10298,0,0
308,7661,0,0
308,453,0,0
308,4989,0,0
308,4087,0,0
309,2555,0,0
309,7661,0,0
309,2795,0,0
309,13120,0,0
309,12459,0,0
309,11012,1,0
310,2713,0,0
310,9321,0,0
310,3323,0,0
310,6798,1,0
310,7582,1,0
310,2892,0,0
310,8627,0,0
311,11323,0,0
311,8334,0,0
311,1921,0,0
311,6734,0,0
311,8875,0,0
311,2550,1,0
312,2906,1,0
312,7609,0,0
312,708,0,0
312,244,0,0
312,6463,0,0
312,5322,0,0
312,11591,0,0
312,708,0,0
312,2500,1,0
312,7462,0,0
312,11591,0,0
312,8590,1,0
313,402,0,0
313,5054,0,0
313,4730,1,0
313,11222,1,0
313,11288,0,1
313,4755,1,0
313,2550,0,1
313,6409,0,0
313,8126,0,0
313,782,0,0
314,6900,0,0
314,8405,0,0
314,8512,0,0
314,8115,0,0
314,7644,0,0
314,1956,1,0
316,12476,0,0
316,12906,0,0
316,1934,1,0
316,13139,0,0
316,13226,0,0
316,9916,0,0
319,9439,0,1
319,353,0,1
319,5422,0,0
319,2888,0,1
319,4354,0,1
319,4949,0,1
319,9859,1,0
319,11902,0,1
319,3676,0,1
319,9979,0,0
319,9,0,0
319,97,0,0
319,5641,1,0
319,1709,0,1
319,731,0,1
319,7672,0,1
319,8725,0,1
319,764,0,1
319,5726,0,0
320,6334,0,0
320,12021,0,0
320,829,0,0
320,3334,1,0
320,13273,0,0
320,3919,0,0
322,11328,1,0
322,11700,0,0
322,5240,0,0
322,2373,0,0
323,9963,0,0
323,5786,0,0
323,4773,0,0
323,2967,0,0
323,8005,0,0
323,4312,1,0
324,6334,0,0
324,5733,0,0
324,9606,0,0
324,4388,0,0
324,2830,1,0
324,6547,0,0
328,12021,0,0
328,6334,0,0
328,6547,0,0
328,829,0,0
328,7620,0,0
328,7906,1,0
328,2830,1,0
331,7906,1,0
331,6789,0,0
331,4535,0,0
331,6334,0,0
331,2830,0,0
331,10372,0,0
332,5154,0,0
332,11187,0,0
332,9704,0,0
332,5822,0,0
332,3772,0,0
332,10801,1,0
333,7983,1,0
333,5507,0,0
333,5338,0,0
333,12720,0,0
333,9571,0,0
333,7879,0,0
334,8161,1,0
334,7657,0,0
334,10229,0,0
